COMMAND                   AVG_CPU%
mysqld                        72.8
pidstat                        0.6
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
udisksd                        0.0
systemd-journal                0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:5-writeback         0.0
kworker/u8:2-writeback         0.0
kworker/u8:0-writeback         0.0
kworker/u8:0-events_unbound       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:1-events             0.0
kworker/0:2-events             0.0
