COMMAND                   AVG_CPU%
nginx                        114.8
pidstat                        0.5
rcu_sched                      0.2
kworker/1:0-events             0.1
kworker/0:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
systemd                        0.0
kworker/u8:5-flush-259:0       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-kvfree_rcu_reclaim       0.0
kworker/u8:0-events_power_efficient       0.0
dbus-daemon                    0.0
chronyd                        0.0
