COMMAND                   AVG_CPU%
isuride                       92.9
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
multipathd                     0.0
kworker/u8:5-events_power_efficient       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/1:1-events             0.0
kworker/0:2-events             0.0
gzip                           0.0
chronyd                        0.0
amazon-ssm-agen                0.0
