procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 15187560  19048 360116    0    0   243   108 24475   19 15  3 82  0  0  0 2026-09-21 18:09:47
 0  0      0 15162596  19048 360104    0    0     0     4 2896 2623  2  1 98  0  0  0 2026-09-21 18:09:48
 0  0      0 15162596  19048 360104    0    0     0     0   59   71  0  0 100  0  0  0 2026-09-21 18:09:49
 0  0      0 15159564  19048 360112    0    0     0     0 8560 11383  1  1 98  0  0  0 2026-09-21 18:09:50
 0  0      0 15150240  19048 360112    0    0     0     0 4862 6115  2  0 98  0  0  0 2026-09-21 18:09:51
 0  0      0 15139392  19048 360112    0    0     0     0 9348 12354  3  1 97  0  0  0 2026-09-21 18:09:52
 0  0      0 15113184  19048 360112    0    0     0     0 12980 15641  8  1 92  0  0  0 2026-09-21 18:09:53
 1  0      0 15076392  19048 360112    0    0     0     0 17579 19752 14  2 85  0  0  0 2026-09-21 18:09:54
 1  0      0 15045040  19048 360112    0    0     0     0 19048 20648 14  2 84  0  0  0 2026-09-21 18:09:55
 0  0      0 15036164  19048 360112    0    0     0     0 19930 22265 11  1 88  0  0  0 2026-09-21 18:09:56
 0  0      0 14974676  19048 360112    0    0     0     0 27444 30807 17  2 81  0  0  0 2026-09-21 18:09:57
 1  0      0 14930308  19048 360112    0    0     0     0 31468 33120 16  3 81  0  0  0 2026-09-21 18:09:58
 1  0      0 14837336  19048 360048    0    0     0     0 34233 34496 19  3 78  0  0  0 2026-09-21 18:09:59
 5  0      0 14784668  19048 360048    0    0     0     0 44054 44534 22  3 75  0  0  0 2026-09-21 18:10:00
 0  0      0 14636492  19048 360016    0    0     0     0 47602 43713 27  4 69  0  0  0 2026-09-21 18:10:01
 9  0      0 14519568  19048 359984    0    0     0     0 54135 49781 31  5 64  0  0  0 2026-09-21 18:10:02
 0  0      0 14355264  19048 360156    0    0     0     0 62395 54854 31  6 63  0  0  0 2026-09-21 18:10:03
 8  0      0 14096212  19048 360252    0    0     0     0 66704 46472 46  8 46  0  0  0 2026-09-21 18:10:04
 8  0      0 13831144  19048 360532    0    0     0     0 75665 48358 47  9 44  0  0  0 2026-09-21 18:10:05
 3  0      0 13591500  19048 360768    0    0     0     0 80399 46895 53  9 38  0  0  0 2026-09-21 18:10:06
 8  0      0 13325040  19048 361040    0    0     0     0 81391 49472 48  9 43  0  0  0 2026-09-21 18:10:07
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 9  0      0 13076224  19048 361300    0    0     0     0 80544 41561 55 10 35  0  0  0 2026-09-21 18:10:08
 6  0      0 12750448  19048 361608    0    0     0     0 82141 45926 50 10 40  0  0  0 2026-09-21 18:10:09
 8  0      0 12424616  19048 361636    0    0     0     0 81083 41971 58 11 32  0  0  0 2026-09-21 18:10:10
 8  0      0 12127476  19048 361896    0    0     0     0 76928 37164 60  9 31  0  0  0 2026-09-21 18:10:11
 8  0      0 12075644  19048 362128    0    0     0     0 72189 37638 59  9 32  0  0  0 2026-09-21 18:10:12
 7  0      0 11879580  19048 362200    0    0     0     0 82560 43574 53  9 38  0  0  0 2026-09-21 18:10:13
 8  0      0 11603256  19048 362392    0    0     0     0 74812 38870 58 10 32  0  0  0 2026-09-21 18:10:14
 8  0      0 11568404  19048 362620    0    0     0     0 78691 49632 48  8 44  0  0  0 2026-09-21 18:10:15
 3  0      0 11218452  19056 362844    0    0     0    64 81740 38915 57 10 32  0  0  0 2026-09-21 18:10:16
 8  0      0 11100768  19056 362864    0    0     0     0 75304 35852 59  8 32  0  0  0 2026-09-21 18:10:17
 1  0      0 10798540  19056 363152    0    0     0  4980 76466 34134 61 10 30  0  0  0 2026-09-21 18:10:18
 1  0      0 10797320  19056 363180    0    0     0     4 77049 51476 45  8 47  0  0  0 2026-09-21 18:10:19
 7  0      0 10477552  19056 363340    0    0     0     0 79707 37220 62  9 29  0  0  0 2026-09-21 18:10:20
 8  0      0 10476068  19056 363564    0    0     0     0 67905 35840 64  6 30  0  0  0 2026-09-21 18:10:21
 3  0      0 10475592  19056 363576    0    0     0     0 80298 51850 49  8 43  0  0  0 2026-09-21 18:10:22
 8  0      0 10410604  19056 363756    0    0     0     0 69430 33536 65  8 27  0  0  0 2026-09-21 18:10:23
 4  0      0 10086532  19056 363916    0    0     0     0 66559 25433 70  9 21  0  0  0 2026-09-21 18:10:24
 9  0      0 10086280  19056 363936    0    0     0     0 75132 42764 56  7 37  0  0  0 2026-09-21 18:10:25
 2  0      0 9863856  19056 364292    0    0     0     0 72921 33912 60  9 31  0  0  0 2026-09-21 18:10:26
 2  0      0 9630288  19056 364320    0    0     0     0 67543 27518 65  9 26  0  0  0 2026-09-21 18:10:27
 9  0      0 9629080  19056 364320    0    0     0     0 78297 46069 50  8 42  0  0  0 2026-09-21 18:10:28
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 9425268  19056 364536    0    0     0     0 70029 30393 67  8 24  0  0  0 2026-09-21 18:10:29
 3  0      0 9424820  19056 364564    0    0     0     0 75695 45534 50  8 41  0  0  0 2026-09-21 18:10:30
 8  0      0 9180380  19056 364564    0    0     0     0 72849 27237 70  9 21  0  0  0 2026-09-21 18:10:31
 9  0      0 9172148  19056 364864    0    0     0     0 60417 29368 68  6 26  0  0  0 2026-09-21 18:10:32
 4  0      0 9094344  19056 364864    0    0     0     8 80885 47260 52  8 39  0  0  0 2026-09-21 18:10:33
 8  0      0 9031548  19056 365108    0    0     0     0 70151 31843 66  8 27  0  0  0 2026-09-21 18:10:34
 3  0      0 8747436  19056 365108    0    0     0     0 79937 41822 57 10 34  0  0  0 2026-09-21 18:10:35
 8  0      0 8746708  19056 365124    0    0     0     0 71394 40840 59  7 34  0  0  0 2026-09-21 18:10:36
 5  0      0 8726072  19056 365392    0    0    76     0 73782 37523 58  8 34  0  0  0 2026-09-21 18:10:37
 9  0      0 8725820  19056 365412    0    0     0     0 65411 30963 68  6 26  0  0  0 2026-09-21 18:10:38
 0  0      0 8724364  19056 365600    0    0     0     0 75075 43547 56  7 37  0  0  0 2026-09-21 18:10:39
 8  0      0 8673680  19056 365772    0    0     0     0 60083 26448 68  6 25  0  0  0 2026-09-21 18:10:40
 4  0      0 8577208  19056 365772    0    0     0     0 77031 43880 56  8 35  0  0  0 2026-09-21 18:10:41
 9  0      0 8576536  19056 366068    0    0     0     0 65504 34530 63  6 31  0  0  0 2026-09-21 18:10:42
