COMMAND                   AVG_CPU%
nginx                        131.2
landscape-sysin                0.9
pidstat                        0.5
rcu_sched                      0.2
kworker/u8:2-events_power_efficient       0.1
kworker/u8:0-events_power_efficient       0.1
kworker/1:2-events             0.1
kworker/0:3-events             0.1
ksoftirqd/0                    0.1
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
kworker/u8:0-writeback         0.0
