COMMAND                   AVG_CPU%
mysqld                        89.0
pidstat                        0.4
jbd2/nvme0n1p1-8               0.2
systemd-journal                0.0
systemd                        0.0
multipathd                     0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:1-writeback         0.0
kworker/u8:0-writeback         0.0
kworker/u8:0-events_unbound       0.0
kworker/1:2-events             0.0
kworker/0:3-events             0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
amazon-ssm-agen                0.0
