COMMAND                   AVG_CPU%
nginx                        109.9
pidstat                        0.5
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:0-events             0.1
ksoftirqd/0                    0.1
sshd                           0.0
multipathd                     0.0
kworker/u8:3-writeback         0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:2-events_power_efficient       0.0
ksoftirqd/1                    0.0
irqbalance                     0.0
