+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM     |  P99   |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
| 10047  | GET    | /api/app/notification                | 0.540 | 12.105 | 27.608 | 121623.709 | 23.667 | 10047  | 0      | 0   | 0   |
| 858    | GET    | /api/chair/notification              | 1.882 | 30.385 | 60.115 | 26070.737  | 59.995 | 858    | 0      | 0   | 0   |
| 6873   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.921  | 4.123  | 6329.725   | 3.086  | 6873   | 0      | 0   | 0   |
| 136782 | POST   | /api/chair/coordinate                | 0.001 | 0.012  | 1.543  | 1699.901   | 0.170  | 136782 | 0      | 0   | 0   |
| 10466  | POST   | /api/app/rides                       | 0.002 | 0.147  | 1.283  | 1540.935   | 0.692  | 10466  | 0      | 0   | 0   |
| 10979  | GET    | /api/app/rides                       | 0.001 | 0.104  | 1.222  | 1143.188   | 0.645  | 10979  | 0      | 0   | 0   |
| 14081  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.071  | 1.381  | 1000.170   | 0.457  | 14081  | 0      | 0   | 0   |
| 10470  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.075  | 1.726  | 788.429    | 0.567  | 10470  | 0      | 0   | 0   |
| 4109   | POST   | /api/app/payment-methods             | 0.001 | 0.095  | 1.858  | 389.912    | 0.736  | 4109   | 0      | 0   | 0   |
| 4188   | POST   | /api/app/users                       | 0.001 | 0.088  | 1.101  | 369.727    | 0.494  | 4186   | 0      | 0   | 2   |
| 104    | GET    | /api/owner/sales                     | 0.004 | 0.769  | 3.826  | 80.010     | 3.613  | 104    | 0      | 0   | 0   |
| 10977  | GET    | /api/app/nearby-chairs               | 0.001 | 0.005  | 0.108  | 51.122     | 0.037  | 10976  | 0      | 1   | 0   |
| 1035   | POST   | /api/chair/chairs                    | 0.001 | 0.045  | 0.782  | 46.687     | 0.515  | 1035   | 0      | 0   | 0   |
| 834    | POST   | /api/chair/activity                  | 0.001 | 0.050  | 0.737  | 42.012     | 0.403  | 834    | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 1.980 | 1.980  | 1.980  | 1.980      | 1.980  | 1      | 0      | 0   | 0   |
| 87     | GET    | /api/owner/chairs                    | 0.001 | 0.003  | 0.026  | 0.250      | 0.026  | 87     | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.039 | 0.039  | 0.039  | 0.039      | 0.039  | 1      | 0      | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001  | 0.001  | 0.004      | 0.001  | 5      | 0      | 0   | 0   |
| 92     | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 6      | 86     | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 22129  | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4194   | 17935  | 0   | 0   |
| 22129  | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4194   | 17935  | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 198344 | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 37703  | 160641 | 0   | 0   |
| 401103 | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 96380  | 304723 | 0   | 0   |
| 22038  | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4189   | 17849  | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
