COMMAND                   AVG_CPU%
mysqld                       129.6
pidstat                        0.4
jbd2/nvme0n1p1-8               0.2
systemd-journal                0.0
rsyslogd                       0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:3-ext4-rsv-conversion       0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:1-flush-259:0       0.0
kworker/u8:0+flush-259:0       0.0
kworker/u8:0-writeback         0.0
kworker/u8:0-ext4-rsv-conversion       0.0
kworker/u8:0-events_power_efficient       0.0
