COMMAND                   AVG_CPU%
nginx                         79.6
pidstat                        0.4
rcu_sched                      0.1
systemd                        0.0
polkitd                        0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0+flush-259:0       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:0-events             0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
