COMMAND                   AVG_CPU%
isuride                       78.6
pidstat                        0.4
rcu_sched                      0.1
mysql                          0.1
landscape-sysin                0.1
systemd-journal                0.0
systemd                        0.0
sh                             0.0
multipathd                     0.0
kworker/u8:4-ext4-rsv-conversion       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-flush-259:0       0.0
kworker/1:0-events             0.0
kworker/0:3-events             0.0
ksoftirqd/1                    0.0
