+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| 351672 | GET    | /api/app/notification                | 0.000 | 0.010 | 0.104 | 3434.710 | 0.048 | 351672 | 0      | 0   | 0   |
| 4284   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.606 | 2.510 | 2595.339 | 2.215 | 4284   | 0      | 0   | 0   |
| 168478 | POST   | /api/chair/coordinate                | 0.001 | 0.011 | 0.168 | 1769.511 | 0.051 | 168478 | 0      | 0   | 0   |
| 147213 | GET    | /api/chair/notification              | 0.001 | 0.010 | 0.104 | 1446.575 | 0.049 | 147213 | 0      | 0   | 0   |
| 9119   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.019 | 0.196 | 177.734  | 0.073 | 9119   | 0      | 0   | 0   |
| 5437   | POST   | /api/app/rides                       | 0.002 | 0.027 | 0.244 | 146.247  | 0.107 | 5437   | 0      | 0   | 0   |
| 6722   | GET    | /api/app/rides                       | 0.001 | 0.022 | 0.275 | 145.159  | 0.123 | 6722   | 0      | 0   | 0   |
| 5441   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.014 | 0.140 | 78.169   | 0.061 | 5441   | 0      | 0   | 0   |
| 6720   | GET    | /api/app/nearby-chairs               | 0.001 | 0.009 | 0.083 | 57.202   | 0.046 | 6719   | 0      | 1   | 0   |
| 156    | GET    | /api/owner/sales                     | 0.004 | 0.243 | 1.287 | 37.883   | 1.242 | 156    | 0      | 0   | 0   |
| 1692   | POST   | /api/app/users                       | 0.001 | 0.016 | 0.103 | 27.205   | 0.069 | 1692   | 0      | 0   | 0   |
| 1651   | POST   | /api/app/payment-methods             | 0.001 | 0.011 | 0.112 | 17.960   | 0.051 | 1651   | 0      | 0   | 0   |
| 658    | POST   | /api/chair/activity                  | 0.001 | 0.016 | 0.082 | 10.572   | 0.057 | 658    | 0      | 0   | 0   |
| 678    | POST   | /api/chair/chairs                    | 0.001 | 0.015 | 0.083 | 9.876    | 0.053 | 678    | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.023 | 2.023 | 2.023 | 2.023    | 2.023 | 1      | 0      | 0   | 0   |
| 127    | GET    | /api/owner/chairs                    | 0.001 | 0.003 | 0.032 | 0.326    | 0.020 | 127    | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.038 | 0.038 | 0.038 | 0.038    | 0.038 | 1      | 0      | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.000 | 0.000 | 0.001 | 0.002    | 0.001 | 5      | 0      | 0   | 0   |
| 12827  | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1698   | 11129  | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 132    | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6      | 126    | 0   | 0   |
| 12827  | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1698   | 11129  | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 114266 | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 15239  | 99027  | 0   | 0   |
| 227951 | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 39010  | 188941 | 0   | 0   |
| 12696  | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1693   | 11003  | 0   | 0   |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
