COMMAND                   AVG_CPU%
isuride                       95.7
pidstat                        0.5
rcu_sched                      0.2
mysql                          0.2
sh                             0.1
kworker/1:1-events             0.1
kworker/0:3-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-resolve                0.0
systemd-journal                0.0
multipathd                     0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-events_power_efficient       0.0
