COMMAND                   AVG_CPU%
mysqld                       131.8
isuride                       33.6
nginx                          9.4
systemd-journal                3.2
rsyslogd                       1.6
curl                           1.3
jbd2/nvme0n1p1-8               1.2
pidstat                        0.6
rcu_sched                      0.3
mysql                          0.1
kworker/u8:4-events_unbound       0.1
kworker/u8:2-events_unbound       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
udisksd                        0.0
