+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+------+-----+-----+
| COUNT | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX  | 3XX  | 4XX | 5XX |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+------+-----+-----+
| 15460 | GET    | /api/chair/notification              | 0.001 | 0.067 | 0.308 | 1039.726 | 0.194 | 15443 | 0    | 17  | 0   |
| 7855  | GET    | /api/app/notification                | 0.002 | 0.109 | 0.428 | 855.573  | 0.291 | 7839  | 0    | 16  | 0   |
| 6475  | POST   | /api/chair/coordinate                | 0.008 | 0.095 | 0.274 | 614.197  | 0.210 | 6475  | 0    | 0   | 0   |
| 96    | GET    | /api/owner/chairs                    | 0.158 | 2.074 | 2.992 | 199.142  | 2.992 | 96    | 0    | 0   | 0   |
| 78    | GET    | /api/app/nearby-chairs               | 0.001 | 0.798 | 1.910 | 62.259   | 1.910 | 77    | 0    | 1   | 0   |
| 66    | POST   | /api/app/rides                       | 0.012 | 0.142 | 0.292 | 9.394    | 0.292 | 66    | 0    | 0   | 0   |
| 40    | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.096 | 0.213 | 0.655 | 8.533    | 0.655 | 40    | 0    | 0   | 0   |
| 95    | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.008 | 0.070 | 0.154 | 6.649    | 0.154 | 95    | 0    | 0   | 0   |
| 82    | GET    | /api/internal/matching               | 0.001 | 0.071 | 0.380 | 5.841    | 0.380 | 82    | 0    | 0   | 0   |
| 51    | GET    | /api/owner/sales                     | 0.034 | 0.105 | 0.245 | 5.379    | 0.245 | 51    | 0    | 0   | 0   |
| 80    | GET    | /api/app/rides                       | 0.001 | 0.059 | 0.322 | 4.731    | 0.322 | 80    | 0    | 0   | 0   |
| 70    | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.045 | 0.117 | 3.148    | 0.117 | 70    | 0    | 0   | 0   |
| 50    | POST   | /api/app/users                       | 0.007 | 0.056 | 0.129 | 2.807    | 0.129 | 50    | 0    | 0   | 0   |
| 1     | POST   | /api/initialize                      | 2.331 | 2.331 | 2.331 | 2.331    | 2.331 | 1     | 0    | 0   | 0   |
| 50    | POST   | /api/app/payment-methods             | 0.011 | 0.044 | 0.093 | 2.193    | 0.093 | 50    | 0    | 0   | 0   |
| 31    | POST   | /api/chair/activity                  | 0.019 | 0.039 | 0.063 | 1.198    | 0.063 | 31    | 0    | 0   | 0   |
| 31    | POST   | /api/chair/chairs                    | 0.007 | 0.018 | 0.052 | 0.571    | 0.052 | 31    | 0    | 0   | 0   |
| 1     | GET    | /api/owner/sales?                    | 0.042 | 0.042 | 0.042 | 0.042    | 0.042 | 1     | 0    | 0   | 0   |
| 5     | POST   | /api/owner/owners                    | 0.006 | 0.006 | 0.007 | 0.032    | 0.007 | 5     | 0    | 0   | 0   |
| 1     | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0    | 0   | 0   |
| 268   | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 56    | 212  | 0   | 0   |
| 101   | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6     | 95   | 0   | 0   |
| 1     | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0    | 0   | 0   |
| 268   | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 56    | 212  | 0   | 0   |
| 1     | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0    | 0   | 0   |
| 1514  | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 461   | 1053 | 0   | 0   |
| 4699  | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1285  | 3414 | 0   | 0   |
| 168   | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 51    | 117  | 0   | 0   |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+------+-----+-----+
