COMMAND                   AVG_CPU%
isuride                       83.2
nginx                         55.2
systemd-journal               11.3
rsyslogd                       7.8
curl                           1.5
pidstat                        0.6
rcu_sched                      0.4
ksoftirqd/1                    0.2
mysql                          0.1
kworker/u8:4-kvfree_rcu_reclaim       0.1
kworker/u8:1-kvfree_rcu_reclaim       0.1
kworker/u8:0-kvfree_rcu_reclaim       0.1
kworker/1:0-events             0.1
kworker/0:2-events             0.1
ksoftirqd/0                    0.1
