procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1461588 100012 1179172    0    0   212  1691 4103   17 20  4 75  1  0  0 2026-09-21 16:31:19
 0  0      0 1461572 100012 1179148    0    0     0     0  405  591  0  1 99  0  0  0 2026-09-21 16:31:20
 3  0      0 1482052 100156 1155968    0    0     0 25428 5665 11011 10  3 49 38  0  0 2026-09-21 16:31:21
 0  0      0 1465496 100228 1173380    0    0     0 26836 4211 7479 24  3 51 22  0  0 2026-09-21 16:31:22
 0  0      0 1465248 100232 1173916    0    0     0  5312 5753 6378 11  3 83  3  0  0 2026-09-21 16:31:23
 0  0      0 1464796 100244 1174716    0    0     0  1740 7814 9119 15  6 77  3  0  0 2026-09-21 16:31:24
19  0      0 1463988 100248 1175904    0    0     0  1872 10433 11360 21  6 71  2  0  0 2026-09-21 16:31:25
 0  0      0 1463244 100252 1177436    0    0     0  2716 11802 12595 28  8 60  4  0  0 2026-09-21 16:31:26
 0  0      0 1461268 100252 1180160    0    0     0  3700 13267 13334 29 11 56  4  0  0 2026-09-21 16:31:27
16  0      0 1459980 100256 1182028    0    0     0  2560 13348 14497 34 10 54  3  0  0 2026-09-21 16:31:28
 9  0      0 1458748 100264 1184168    0    0     0  2528 15630 14845 38 12 47  4  0  0 2026-09-21 16:31:29
13  0      0 1456220 100268 1187396    0    0     0  3900 15241 16547 43 12 44  2  0  0 2026-09-21 16:31:30
10  0      0 1455204 100280 1190024    0    0     0  2488 20388 18658 70 15 14  1  0  0 2026-09-21 16:31:31
33  0      0 1452444 100280 1193780    0    0     0  9028 23710 23325 72 17 11  0  0  0 2026-09-21 16:31:32
 2  0      0 1450456 100292 1196788    0    0     0  2904 23762 23583 72 17 10  1  0  0 2026-09-21 16:31:33
 8  0      0 1448244 100296 1199768    0    0     0  2856 25063 25019 73 19  8  0  0  0 2026-09-21 16:31:34
 4  0      0 1446508 100308 1202620    0    0     0  2816 23701 22736 72 17 10  1  0  0 2026-09-21 16:31:35
18  0      0 1444240 100312 1205636    0    0     0  2700 22763 23224 74 17  9  1  0  0 2026-09-21 16:31:36
38  0      0 1441268 100316 1208488    0    0     0  3440 21672 21854 63 19 17  2  0  0 2026-09-21 16:31:37
 3  0      0 1438252 100320 1211596    0    0     0  2480 23120 24086 72 16 11  1  0  0 2026-09-21 16:31:38
 5  0      0 1434656 100344 1215464    0    0     0  6208 22516 22575 72 17 10  1  0  0 2026-09-21 16:31:39
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
34  0      0 1431624 100360 1218372    0    0     0  5432 23318 24716 72 19  9  1  0  0 2026-09-21 16:31:40
 1  0      0 1427324 100408 1222608    0    0     0  6664 23289 25693 77 18  4  1  0  0 2026-09-21 16:31:41
 3  0      0 1424100 100420 1225780    0    0     0  9444 25512 26162 79 17  3  0  0  0 2026-09-21 16:31:42
11  0      0 1420824 100452 1229072    0    0     0  4832 25177 26395 77 20  3  0  0  0 2026-09-21 16:31:43
26  0      0 1417496 100460 1232528    0    0     0  4816 25009 24926 78 20  2  0  0  0 2026-09-21 16:31:44
22  0      0 1413968 100480 1235860    0    0     0  4932 22835 25412 77 20  3  0  0  0 2026-09-21 16:31:45
 2  0      0 1410440 100492 1239316    0    0     0  4576 25143 24682 78 20  2  0  0  0 2026-09-21 16:31:46
39  0      0 1406392 100500 1243736    0    0     0  5972 26573 24661 79 18  2  0  0  0 2026-09-21 16:31:47
 3  0      0 1402864 100520 1247288    0    0     0  4936 27508 25185 77 22  2  0  0  0 2026-09-21 16:31:48
20  0      0 1399388 100528 1250708    0    0     0  4712 27009 27328 76 22  2  1  0  0 2026-09-21 16:31:49
32  0      0 1395868 100544 1254116    0    0     0  4392 25114 24721 77 21  1  1  0  0 2026-09-21 16:31:50
 8  0      0 1391068 100548 1258608    0    0     0  5000 25014 24864 79 19  2  0  0  0 2026-09-21 16:31:51
26  0      0 1387792 100548 1261972    0    0     0  4952 26512 25927 78 21  2  1  0  0 2026-09-21 16:31:52
11  0      0 1384524 100568 1265360    0    0     0  4464 25679 25205 77 20  2  1  0  0 2026-09-21 16:31:53
49  0      0 1381748 100592 1267948    0    0     0 90900 21873 22522 60 18  7 15  0  0 2026-09-21 16:31:54
39  0      0 1378268 100616 1271400    0    0     0  4608 24407 25005 79 19  2  0  0  0 2026-09-21 16:31:55
14  0      0 1375140 100636 1274908    0    0     0  5480 25875 26584 77 20  2  0  0  0 2026-09-21 16:31:56
49  0      0 1370692 100640 1279116    0    0     0  5356 24297 24516 78 19  3  0  0  0 2026-09-21 16:31:57
47  0      0 1367112 100640 1282660    0    0     0  4792 25948 25536 78 20  2  0  0  0 2026-09-21 16:31:58
30  0      0 1364096 100648 1285908    0    0     0  4776 24394 24032 75 21  4  0  0  0 2026-09-21 16:31:59
 5  0      0 1359484 100664 1290380    0    0     0  6172 26338 25677 78 21  1  1  0  0 2026-09-21 16:32:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
13  0      0 1355452 100672 1293480    0    0     0  4440 23384 24225 79 18  4  0  0  0 2026-09-21 16:32:01
41  0      0 1353436 100688 1296528    0    0     0  4600 24800 23268 78 20  3  0  0  0 2026-09-21 16:32:02
26  0      0 1349720 100696 1300148    0    0     0  4576 25678 24483 78 20  2  0  0  0 2026-09-21 16:32:03
32  0      0 1346164 100708 1303780    0    0     0  4668 24127 24814 76 21  2  0  0  0 2026-09-21 16:32:04
27  0      0 1342648 100724 1307536    0    0     0  4696 25875 23864 78 20  2  0  0  0 2026-09-21 16:32:05
20  0      0 1338996 100748 1311212    0    0     0  4892 24695 23349 77 21  2  1  0  0 2026-09-21 16:32:06
 3  0      0 1335704 100760 1314696    0    0     0  4620 23576 25515 78 19  3  1  0  0 2026-09-21 16:32:07
33  0      0 1332604 100768 1317616    0    0     0  4480 23966 23714 77 20  2  0  0  0 2026-09-21 16:32:08
44  0      0 1329380 100808 1320900    0    0     0  4492 24400 26040 77 21  2  0  0  0 2026-09-21 16:32:09
40  0      0 1326356 100816 1323876    0    0     0  4576 22882 24630 78 20  3  1  0  0 2026-09-21 16:32:10
38  0      0 1322056 100836 1328148    0    0     0  5268 25813 24391 78 20  1  0  0  0 2026-09-21 16:32:11
 2  0      0 1318980 100860 1331396    0    0     0  4448 23119 25457 79 18  3  1  0  0 2026-09-21 16:32:12
14  0      0 1314932 100880 1335448    0    0     0  6144 23095 24212 79 20  2  1  0  0 2026-09-21 16:32:13
 5  0      0 1311908 100896 1338500    0    0     0  4240 24633 25673 78 18  4  1  0  0 2026-09-21 16:32:14
14  0      0 1307620 100904 1342512    0    0     0  5828 23734 23267 78 19  3  1  0  0 2026-09-21 16:32:15
17  0      0 1304344 100940 1345516    0    0     0  4676 26048 24806 77 20  3  0  0  0 2026-09-21 16:32:16
30  0      0 1301624 100944 1348576    0    0     0  4236 23818 24007 77 21  2  1  0  0 2026-09-21 16:32:17
40  0      0 1298408 100956 1351704    0    0     0  4824 26222 24790 78 20  2  0  0  0 2026-09-21 16:32:18
30  0      0 1295272 100972 1354816    0    0     0  4016 24523 24307 78 20  2  0  0  0 2026-09-21 16:32:19
29  0      0 1292248 100992 1357776    0    0     0  3968 24135 24486 78 17  4  0  0  0 2026-09-21 16:32:20
48  0      0 1289476 101012 1360744    0    0     0  4100 23810 22856 80 19  2  0  0  0 2026-09-21 16:32:21
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
33  0      0 1286252 101020 1363700    0    0     0  4960 25922 24216 78 20  2  1  0  0 2026-09-21 16:32:22
 0  0      0 1283680 101040 1365764    0    0     0  5068 17500 17725 54 11 34  1  0  0 2026-09-21 16:32:23
 0  0      0 1281672 101052 1367012    0    0     0  4448 10772 10934 31  9 56  5  0  0 2026-09-21 16:32:24
 0  0      0 1281664 101064 1368368    0    0     0 96964 10945 8697 27  8 54 10  0  0 2026-09-21 16:32:25
