COMMAND                   AVG_CPU%
mysqld                       160.4
pidstat                        0.5
jbd2/nvme0n1p1-8               0.2
vmstat                         0.0
systemd                        0.0
kworker/u8:2-writeback         0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-ext4-rsv-conversion       0.0
kworker/u8:0-flush-259:0       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:2-events             0.0
kworker/0:0-events             0.0
amazon-ssm-agen                0.0
