+--------+--------+--------------------------------------+-------+--------+--------+-----------+--------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM    |  P99   |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+-----------+--------+--------+--------+-----+-----+
| 8957   | GET    | /api/app/notification                | 0.360 | 7.313  | 37.500 | 65503.795 | 14.087 | 8957   | 0      | 0   | 0   |
| 1011   | GET    | /api/chair/notification              | 1.703 | 29.478 | 60.014 | 29802.362 | 60.003 | 1011   | 0      | 0   | 0   |
| 153198 | POST   | /api/chair/coordinate                | 0.001 | 0.023  | 0.285  | 3518.021  | 0.084  | 153198 | 0      | 0   | 0   |
| 7662   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.165  | 0.919  | 1265.643  | 0.435  | 7662   | 0      | 0   | 0   |
| 16312  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.042  | 0.281  | 689.057   | 0.149  | 16312  | 0      | 0   | 0   |
| 9299   | POST   | /api/app/rides                       | 0.001 | 0.053  | 0.352  | 488.490   | 0.197  | 9299   | 0      | 0   | 0   |
| 27370  | GET    | /api/app/nearby-chairs               | 0.001 | 0.016  | 0.128  | 424.865   | 0.069  | 27369  | 0      | 1   | 0   |
| 27372  | GET    | /api/app/rides                       | 0.001 | 0.015  | 0.127  | 422.032   | 0.068  | 27372  | 0      | 0   | 0   |
| 9303   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.034  | 0.217  | 312.807   | 0.109  | 9303   | 0      | 0   | 0   |
| 2537   | POST   | /api/app/users                       | 0.001 | 0.029  | 0.254  | 72.827    | 0.138  | 2537   | 0      | 0   | 0   |
| 2462   | POST   | /api/app/payment-methods             | 0.001 | 0.023  | 0.269  | 57.813    | 0.102  | 2462   | 0      | 0   | 0   |
| 130    | GET    | /api/owner/sales                     | 0.003 | 0.228  | 1.393  | 29.685    | 0.952  | 130    | 0      | 0   | 0   |
| 986    | POST   | /api/chair/activity                  | 0.001 | 0.030  | 0.250  | 29.562    | 0.097  | 986    | 0      | 0   | 0   |
| 1031   | POST   | /api/chair/chairs                    | 0.001 | 0.026  | 0.178  | 26.644    | 0.092  | 1031   | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.020 | 2.020  | 2.020  | 2.020     | 2.020  | 1      | 0      | 0   | 0   |
| 97     | GET    | /api/owner/chairs                    | 0.001 | 0.010  | 0.064  | 0.943     | 0.064  | 97     | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.043 | 0.043  | 0.043  | 0.043     | 0.043  | 1      | 0      | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.000 | 0.000  | 0.001  | 0.001     | 0.001  | 5      | 0      | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 1      | 0      | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 1      | 0      | 0   | 0   |
| 102    | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 6      | 96     | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 1      | 0      | 0   | 0   |
| 37670  | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 2543   | 35127  | 0   | 0   |
| 37670  | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 2543   | 35127  | 0   | 0   |
| 338123 | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 22844  | 315279 | 0   | 0   |
| 655378 | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 58411  | 596967 | 0   | 0   |
| 37569  | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000     | 0.000  | 2538   | 35031  | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+-----------+--------+--------+--------+-----+-----+
