procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1466996 103840 2009968    0    0   147  2042 9258   50 22 11 66  1  0  0 2026-09-21 16:54:49
 0  0      0 1463392 103840 2009904    0    0     0     0 1264 1451  6  3 91  0  0  0 2026-09-21 16:54:50
 1  0      0 1458684 103840 2009916    0    0     0     0  815  700  7  2 91  0  0  0 2026-09-21 16:54:51
 0  0      0 1462244 103840 2009916    0    0     0     0  698  541  6  1 93  0  0  0 2026-09-21 16:54:52
 0  0      0 1460584 103840 2010224    0    0     0     0 9152 9863 14  5 82  0  0  0 2026-09-21 16:54:53
 0  0      0 1459856 103840 2010472    0    0     0     0 5063 6092  7  3 90  0  0  0 2026-09-21 16:54:54
 0  0      0 1464296 103840 2011040    0    0     0     0 12159 13599 12  7 81  0  0  0 2026-09-21 16:54:55
 0  0      0 1464828 103840 2012248    0    0     0     0 18650 19651 20 10 70  0  0  0 2026-09-21 16:54:56
 0  0      0 1464576 103840 2012956    0    0     0  2784 13976 15808 15  7 78  1  0  0 2026-09-21 16:54:57
 0  0      0 1465892 103840 2014012    0    0     0     0 17798 19351 16  9 74  0  0  0 2026-09-21 16:54:58
 0  0      0 1463688 103840 2014576    0    0     0  4576 12579 15173 15  8 77  0  0  0 2026-09-21 16:54:59
 0  0      0 1462340 103840 2015704    0    0     0     0 17341 18907 21 12 68  0  0  0 2026-09-21 16:55:00
 0  0      0 1462552 103840 2016956    0    0     0     0 19752 21508 22 13 65  0  0  0 2026-09-21 16:55:01
 0  0      0 1462016 103840 2018028    0    0     0     0 18458 21010 22 13 66  0  0  0 2026-09-21 16:55:02
 0  0      0 1460864 103840 2019308    0    0     0     0 20274 21386 23 13 63  0  0  0 2026-09-21 16:55:03
 0  0      0 1460784 103840 2020576    0    0     0     0 20218 19757 23 14 63  0  0  0 2026-09-21 16:55:04
 4  0      0 1460340 103840 2022264    0    0     0     0 25026 24714 30 18 52  0  0  0 2026-09-21 16:55:05
 0  0      0 1460140 103840 2023720    0    0     0     0 23099 23075 28 17 55  0  0  0 2026-09-21 16:55:06
 2  0      0 1459592 103840 2025480    0    0     0     0 23611 23911 32 18 49  0  0  0 2026-09-21 16:55:07
 2  0      0 1458900 103840 2027436    0    0     0     0 26531 27188 36 22 42  0  0  0 2026-09-21 16:55:08
 4  0      0 1458004 103840 2029300    0    0     0     0 25188 25529 33 20 47  0  0  0 2026-09-21 16:55:09
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 4  0      0 1457400 103840 2031288    0    0     0     0 28769 26402 35 22 43  0  0  0 2026-09-21 16:55:10
 2  0      0 1457112 103840 2033540    0    0     0     0 30073 26569 45 24 31  0  0  0 2026-09-21 16:55:11
 4  0      0 1457096 103840 2035916    0    0     0  8816 29681 26142 41 24 36  0  0  0 2026-09-21 16:55:12
 4  0      0 1457096 103840 2038480    0    0     0     0 30030 27381 45 25 30  0  0  0 2026-09-21 16:55:13
 4  0      0 1456844 103840 2041212    0    0     0     0 33480 25975 47 30 23  0  0  0 2026-09-21 16:55:14
 5  0      0 1456092 103840 2044404    0    0     0   180 34468 23546 55 31 14  1  0  0 2026-09-21 16:55:15
 6  0      0 1453776 103840 2047684    0    0     0    20 34434 20618 58 33  9  0  0  0 2026-09-21 16:55:16
 4  0      0 1450816 103840 2051720    0    0     0     0 33035 15899 59 35  6  0  0  0 2026-09-21 16:55:17
 6  0      0 1445668 103840 2055228    0    0     0     0 32424 16543 63 34  4  0  0  0 2026-09-21 16:55:18
 3  0      0 1439892 103840 2059364    0    0     0     4 33132 10373 63 36  1  0  0  0 2026-09-21 16:55:19
 6  0      0 1426944 103840 2062920    0    0     0 28672 30574 10072 66 32  3  0  0  0 2026-09-21 16:55:20
 5  0      0 1422380 103840 2067260    0    0     0    24 31248 5453 63 37  0  0  0  0 2026-09-21 16:55:21
 5  0      0 1413940 103840 2070764    0    0     0     0 31358 11145 63 34  3  0  0  0 2026-09-21 16:55:22
 5  0      0 1407860 103840 2075136    0    0     0     0 32533 4366 64 36  0  0  0  0 2026-09-21 16:55:23
 2  0      0 1401064 103840 2078884    0    0     0     0 29938 7844 66 34  1  0  0  0 2026-09-21 16:55:24
 2  0      0 1392100 103840 2083064    0    0     0 28672 32781 8217 62 36  3  0  0  0 2026-09-21 16:55:25
 6  0      0 1388528 103840 2086680    0    0     0     0 31787 5071 65 35  1  0  0  0 2026-09-21 16:55:26
 3  0      0 1383292 103840 2090584    0    0     0     0 29592 5247 64 35  1  0  0  0 2026-09-21 16:55:27
 5  0      0 1376320 103840 2094224    0    0     0     0 33102 10689 62 35  3  0  0  0 2026-09-21 16:55:28
 4  0      0 1369100 103840 2097888    0    0     0     0 32853 6329 64 37  0  0  0  0 2026-09-21 16:55:29
 4  0      0 1365816 103840 2101840    0    0     0 24600 32716 5705 66 34  1  0  0  0 2026-09-21 16:55:30
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 5  0      0 1359396 103840 2105700    0    0     0     0 32990 10862 62 35  3  0  0  0 2026-09-21 16:55:31
 4  0      0 1355900 103840 2109548    0    0     0  2296 33195 4488 64 36  0  0  0  0 2026-09-21 16:55:32
 4  0      0 1349340 103840 2113396    0    0     0     0 30664 5386 63 37  1  0  0  0 2026-09-21 16:55:33
 4  0      0 1344512 103840 2117444    0    0     0     0 30284 7817 63 36  2  0  0  0 2026-09-21 16:55:34
 4  0      0 1339012 103840 2121172    0    0     0 18952 30443 8091 65 35  1  1  0  0 2026-09-21 16:55:35
 4  0      0 1335968 103840 2124716    0    0     0     0 31619 9419 61 36  4  0  0  0 2026-09-21 16:55:36
 6  0      0 1328488 103840 2128812    0    0     0     0 30065 4011 66 34  0  0  0  0 2026-09-21 16:55:37
 4  0      0 1322656 103840 2132544    0    0     0     0 32862 10352 63 36  2  0  0  0 2026-09-21 16:55:38
 5  0      0 1317412 103840 2136552    0    0     0     0 29537 5897 64 35  1  0  0  0 2026-09-21 16:55:39
 6  0      0 1311756 103840 2139840    0    0     0 18756 32093 11727 61 36  3  0  0  0 2026-09-21 16:55:40
 4  0      0 1308728 103840 2143580    0    0     0     0 31068 4725 66 35  0  0  0  0 2026-09-21 16:55:41
 1  0      0 1305144 103840 2147584    0    0     0     0 30300 5837 65 34  1  0  0  0 2026-09-21 16:55:42
 5  0      0 1298912 103840 2151196    0    0     0     0 30415 8417 63 36  1  0  0  0 2026-09-21 16:55:43
 4  0      0 1294356 103840 2155148    0    0     0     0 32074 5746 64 36  1  0  0  0 2026-09-21 16:55:44
 4  0      0 1290404 103840 2158548    0    0     0 18572 34584 12929 62 36  3  0  0  0 2026-09-21 16:55:45
 4  0      0 1283856 103840 2162612    0    0     0     0 29306 5686 62 37  1  0  0  0 2026-09-21 16:55:46
 4  0      0 1279776 103840 2166580    0    0     0     0 30344 6381 65 34  1  0  0  0 2026-09-21 16:55:47
 4  0      0 1275248 103840 2170612    0    0     0     0 31074 7503 62 38  1  0  0  0 2026-09-21 16:55:48
 4  0      0 1270676 103840 2174440    0    0     0     0 33450 7705 63 37  1  0  0  0 2026-09-21 16:55:49
 4  0      0 1263140 103840 2177976    0    0     0 18984 30834 10711 60 36  4  0  0  0 2026-09-21 16:55:50
 5  0      0 1258052 103840 2181948    0    0     0     0 32827 7384 63 37  1  0  0  0 2026-09-21 16:55:51
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 4  0      0 1252580 103840 2185900    0    0     0    28 31437 7827 60 38  3  0  0  0 2026-09-21 16:55:52
 2  0      0 1245200 103840 2189056    0    0     0     0 31251 15488 57 35  8  0  0  0 2026-09-21 16:55:53
 1  0      0 1244456 103840 2191636    0    0     0     0 24062 15212 43 27 30  0  0  0 2026-09-21 16:55:54
 5  0      0 1244032 103840 2194128    0    0     0  2116 22145 16498 45 24 31  0  0  0 2026-09-21 16:55:55
 6  0      0 1243944 103840 2196780    0    0     0 13660 23601 17419 40 29 31  1  0  0 2026-09-21 16:55:56
 0  0      0 1243692 103840 2199196    0    0     0     0 26728 21618 40 26 34  0  0  0 2026-09-21 16:55:57
