+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| 214361 | GET    | /api/app/notification                | 0.001 | 0.020 | 3.034 | 4350.415 | 0.306 | 214361 | 0      | 0   | 0   |
| 108645 | GET    | /api/chair/notification              | 0.001 | 0.029 | 1.979 | 3164.954 | 0.447 | 108645 | 0      | 0   | 0   |
| 123863 | POST   | /api/chair/coordinate                | 0.001 | 0.017 | 1.823 | 2125.043 | 0.223 | 123863 | 0      | 0   | 0   |
| 2937   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.712 | 2.824 | 2092.467 | 2.385 | 2937   | 0      | 0   | 0   |
| 6280   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.132 | 1.968 | 827.829  | 0.804 | 6280   | 0      | 0   | 0   |
| 4314   | GET    | /api/app/rides                       | 0.001 | 0.116 | 1.816 | 499.725  | 0.775 | 4314   | 0      | 0   | 0   |
| 3481   | POST   | /api/app/rides                       | 0.002 | 0.128 | 1.547 | 445.526  | 0.807 | 3481   | 0      | 0   | 0   |
| 3485   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.111 | 1.896 | 385.443  | 0.807 | 3485   | 0      | 0   | 0   |
| 912    | POST   | /api/app/payment-methods             | 0.001 | 0.099 | 1.641 | 90.126   | 0.999 | 912    | 0      | 0   | 0   |
| 511    | POST   | /api/chair/chairs                    | 0.001 | 0.139 | 1.634 | 70.917   | 0.998 | 511    | 0      | 0   | 0   |
| 449    | POST   | /api/chair/activity                  | 0.001 | 0.153 | 1.355 | 68.895   | 1.089 | 449    | 0      | 0   | 0   |
| 914    | POST   | /api/app/users                       | 0.001 | 0.067 | 1.450 | 60.782   | 0.513 | 914    | 0      | 0   | 0   |
| 133    | GET    | /api/owner/sales                     | 0.005 | 0.227 | 1.078 | 30.233   | 1.072 | 133    | 0      | 0   | 0   |
| 4312   | GET    | /api/app/nearby-chairs               | 0.001 | 0.006 | 0.106 | 25.645   | 0.045 | 4311   | 0      | 1   | 0   |
| 119    | GET    | /api/internal/matching               | 0.001 | 0.055 | 0.565 | 6.525    | 0.546 | 119    | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.033 | 2.033 | 2.033 | 2.033    | 2.033 | 1      | 0      | 0   | 0   |
| 116    | GET    | /api/owner/chairs                    | 0.001 | 0.005 | 0.052 | 0.633    | 0.043 | 116    | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.040 | 0.040 | 0.040 | 0.040    | 0.040 | 1      | 0      | 0   | 0   |
| 73469  | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.001 | 0.001    | 0.000 | 8237   | 65232  | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.000 | 0.000 | 0.001 | 0.001    | 0.001 | 5      | 0      | 0   | 0   |
| 8283   | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 920    | 7363   | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 8283   | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 920    | 7363   | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 146096 | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 21155  | 124941 | 0   | 0   |
| 8163   | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 915    | 7248   | 0   | 0   |
| 121    | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6      | 115    | 0   | 0   |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
