COMMAND                   AVG_CPU%
mysqld                        84.4
pidstat                        0.4
jbd2/nvme0n1p1-8               0.1
snapd                          0.0
rcu_sched                      0.0
multipathd                     0.0
ModemManager                   0.0
kworker/u8:4-writeback         0.0
kworker/u8:4-events_power_efficient       0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:0-flush-259:0       0.0
kworker/0:1-events             0.0
ksoftirqd/1                    0.0
