COMMAND                   AVG_CPU%
isuride                       66.5
pidstat                        0.4
landscape-sysin                0.3
sh                             0.1
rcu_sched                      0.1
mysql                          0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd-logind                 0.0
systemd-journal                0.0
rsyslogd                       0.0
multipathd                     0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:3-events             0.0
kworker/0:3-events             0.0
