procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1160840 103840 2018308    0    0    68  1795 10148   30 21 10 68  0  0  0 2026-09-21 18:23:12
 0  0      0 1160360 103840 2018252    0    0     0     0 1080 1185  2  2 96  0  0  0 2026-09-21 18:23:13
 0  0      0 1160344 103840 2018284    0    0     0     0   61   66  0  0 100  0  0  0 2026-09-21 18:23:14
 0  0      0 1160344 103840 2018284    0    0     0     0   90   65  0  0 100  0  0  0 2026-09-21 18:23:15
 0  0      0 1162272 103840 2018476    0    0     0 12772 4242 2098  6  2 92  1  0  0 2026-09-21 18:23:16
 0  0      0 1161544 103840 2018524    0    0     0    12 2719 1432  1  1 98  0  0  0 2026-09-21 18:23:17
 0  0      0 1162516 103840 2019020    0    0     0     0 5909 3675  4  2 94  0  0  0 2026-09-21 18:23:18
 0  0      0 1161080 103840 2019476    0    0     0     0 7674 4979  7  3 90  0  0  0 2026-09-21 18:23:19
 0  0      0 1162028 103840 2020248    0    0     0     0 9112 6014  5  4 91  0  0  0 2026-09-21 18:23:20
 0  0      0 1162740 103840 2021128    0    0     0     0 13568 8807 11  5 84  0  0  0 2026-09-21 18:23:21
 0  0      0 1161952 103840 2022280    0    0     0     0 12826 8302  8  6 86  0  0  0 2026-09-21 18:23:22
 0  0      0 1161872 103840 2023616    0    0     0     0 18451 10302 12  8 79  0  0  0 2026-09-21 18:23:23
 3  0      0 1161824 103840 2025056    0    0     0     0 18175 10922 12  8 80  0  0  0 2026-09-21 18:23:24
 3  0      0 1161344 103840 2027020    0    0     0     0 23547 13222 20 12 68  0  0  0 2026-09-21 18:23:25
 1  0      0 1161344 103840 2029120    0    0     0     0 26761 16390 19 14 67  0  0  0 2026-09-21 18:23:26
 3  0      0 1160844 103840 2031364    0    0     0     0 24523 11196 24 15 61  0  0  0 2026-09-21 18:23:27
 3  0      0 1159616 103840 2033884    0    0     0     0 28011 14948 27 17 56  0  0  0 2026-09-21 18:23:28
 4  0      0 1157360 103840 2036560    0    0     0     0 28892 13229 29 18 52  0  0  0 2026-09-21 18:23:29
 2  0      0 1154840 103840 2039016    0    0     0     0 26696 14515 25 17 58  0  0  0 2026-09-21 18:23:30
 3  0      0 1152860 103840 2041224    0    0     0     0 27279 16317 18 15 67  0  0  0 2026-09-21 18:23:31
 3  0      0 1150840 103840 2043340    0    0     0     0 27065 14675 20 13 67  0  0  0 2026-09-21 18:23:32
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1148240 103840 2045932    0    0     0     0 30095 15316 25 16 58  0  0  0 2026-09-21 18:23:33
 3  0      0 1146168 103840 2048160    0    0     0     0 28184 15618 22 15 63  0  0  0 2026-09-21 18:23:34
 0  0      0 1143868 103840 2050412    0    0     0     0 27742 15521 20 16 64  0  0  0 2026-09-21 18:23:35
 3  0      0 1140880 103840 2053292    0    0     0     0 30764 15142 28 17 55  0  0  0 2026-09-21 18:23:36
 0  0      0 1137652 103840 2056432    0    0     0     0 30605 10504 36 22 42  0  0  0 2026-09-21 18:23:37
 0  0      0 1134612 103840 2059480    0    0     0     0 30153 10871 37 22 41  0  0  0 2026-09-21 18:23:38
 1  0      0 1132096 103840 2061996    0    0     0     0 29509 12907 29 19 53  0  0  0 2026-09-21 18:23:39
 3  0      0 1129884 103840 2064116    0    0     0     0 30081 14127 27 17 56  0  0  0 2026-09-21 18:23:40
 3  0      0 1127460 103840 2066532    0    0     0     0 30672 13571 27 18 55  0  0  0 2026-09-21 18:23:41
 1  0      0 1125200 103840 2068720    0    0     0   120 29050 16981 19 15 67  0  0  0 2026-09-21 18:23:42
 0  0      0 1122712 103840 2071244    0    0     0 49060 30186 16055 23 18 56  3  0  0 2026-09-21 18:23:43
 0  0      0 1118652 103840 2073448    0    0     0    16 28818 13967 23 15 62  0  0  0 2026-09-21 18:23:44
 0  0      0 1115740 103840 2076000    0    0     0     0 26904 14610 19 17 64  0  0  0 2026-09-21 18:23:45
 0  0      0 1112580 103840 2078444    0    0     0     0 28024 13033 23 18 60  0  0  0 2026-09-21 18:23:46
 3  0      0 1110564 103840 2080416    0    0     0     0 27958 16198 18 15 68  0  0  0 2026-09-21 18:23:47
 1  0      0 1108352 103840 2082404    0    0     0 11316 27175 15914 18 14 67  1  0  0 2026-09-21 18:23:48
 4  0      0 1105604 103840 2084880    0    0     0     0 28157 13872 23 18 59  0  0  0 2026-09-21 18:23:49
 3  0      0 1102288 103840 2088816    0    0     0     0 32673 10186 46 26 29  0  0  0 2026-09-21 18:23:50
 2  0      0 1098628 103840 2092368    0    0     0     0 36948 4908 59 29 12  0  0  0 2026-09-21 18:23:51
 1  0      0 1094572 103840 2095720    0    0     0     0 31710 6838 49 27 25  0  0  0 2026-09-21 18:23:52
 2  0      0 1090912 103840 2098644    0    0     0     0 31787 9532 44 23 33  0  0  0 2026-09-21 18:23:53
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1087688 103840 2101924    0    0     0     0 33275 7266 49 26 24  0  0  0 2026-09-21 18:23:54
 2  0      0 1085572 103840 2104400    0    0     0     0 30746 10772 33 20 47  0  0  0 2026-09-21 18:23:55
 0  0      0 1082820 103840 2106840    0    0     0     0 29936 12754 27 17 56  0  0  0 2026-09-21 18:23:56
 1  0      0 1080288 103840 2109184    0    0     0     0 28888 12112 23 19 58  0  0  0 2026-09-21 18:23:57
 0  0      0 1078468 103840 2111100    0    0     0     0 26254 15337 18 13 69  0  0  0 2026-09-21 18:23:58
 2  0      0 1076312 103840 2113228    0    0     0     0 29976 11949 32 18 51  0  0  0 2026-09-21 18:23:59
 2  0      0 1072208 103840 2117068    0    0     0     0 33413 7544 42 27 31  0  0  0 2026-09-21 18:24:00
 2  0      0 1068476 103840 2120744    0    0     0     0 34052 3303 63 31  7  0  0  0 2026-09-21 18:24:01
 2  0      0 1064468 103840 2123996    0    0     0     0 32553 4060 61 26 13  0  0  0 2026-09-21 18:24:02
 3  0      0 1057576 103840 2127320    0    0     0     0 31969 5629 54 28 19  0  0  0 2026-09-21 18:24:03
 2  0      0 1051676 103840 2130248    0    0     0     0 30813 6315 46 25 30  0  0  0 2026-09-21 18:24:04
 1  0      0 1048932 103840 2132824    0    0     0     0 30266 10689 33 22 46  0  0  0 2026-09-21 18:24:05
 1  0      0 1046716 103840 2135044    0    0     0     0 28401 11498 32 18 49  0  0  0 2026-09-21 18:24:06
 0  0      0 1043980 103840 2137884    0    0     0     0 29347 10823 31 21 48  0  0  0 2026-09-21 18:24:07
 1  0      0 1041948 103840 2140024    0    0     0     0 30808 14787 23 17 60  0  0  0 2026-09-21 18:24:08
 0  0      0 1040220 103840 2141648    0    0     0     0 22231 12032 14 12 75  0  0  0 2026-09-21 18:24:09
 1  0      0 1038020 103840 2143824    0    0     0     0 29653 14119 20 17 63  0  0  0 2026-09-21 18:24:10
