COMMAND                   AVG_CPU%
isuride                      101.7
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
sshd                           0.0
snapd                          0.0
rsyslogd                       0.0
migration/0                    0.0
kworker/u8:3-events_power_efficient       0.0
kworker/1:3-events             0.0
kworker/0:2-events             0.0
