procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1153536 103144 1319652    0    0    63  3622 6121   32 25  5 68  2  0  0 2026-09-21 18:34:24
 0  0      0 1153568 103144 1319644    0    0     0  1580  573 1007  0  1 97  3  0  0 2026-09-21 18:34:25
 1  0      0 1268692 103144 1207180    0    0     0 27084 5295 10310 10  3 46 41  0  0 2026-09-21 18:34:26
 0  0      0 1256448 103144 1224464    0    0     0 26892 3963 7247 24  3 51 23  0  0 2026-09-21 18:34:27
 0  0      0 1255552 103144 1224464    0    0     0  2180 2640 3813  3  2 92  4  0  0 2026-09-21 18:34:28
 0  0      0 1255552 103144 1224700    0    0     0  1700 2232 3506  2  1 94  3  0  0 2026-09-21 18:34:29
 0  0      0 1255552 103144 1224824    0    0     0  1764 3304 4976  4  1 93  3  0  0 2026-09-21 18:34:30
 0  0      0 1255552 103144 1225104    0    0     0  1660 3289 5027  3  1 93  3  0  0 2026-09-21 18:34:31
 1  0      0 1255552 103144 1225448    0    0     0  1696 4231 5955  4  3 90  3  0  0 2026-09-21 18:34:32
 0  0      0 1255552 103144 1225728    0    0     0  1764 4339 6337  5  2 90  3  0  0 2026-09-21 18:34:33
 0  0      0 1254528 103144 1227044    0    0     0  2684 4237 5781  5  2 91  3  0  0 2026-09-21 18:34:34
 1  0      0 1254528 103144 1227656    0    0     0  2124 6342 8269  8  4 85  4  0  0 2026-09-21 18:34:35
 1  0      0 1254528 103144 1228476    0    0     0  2312 7495 9608 11  3 82  4  0  0 2026-09-21 18:34:36
 2  0      0 1254528 103144 1229180    0    0     0  2028 7714 9673 12  3 82  3  0  0 2026-09-21 18:34:37
 2  1      0 1254528 103144 1230236    0    0     0  2588 9628 11624 15  5 77  4  0  0 2026-09-21 18:34:38
 2  0      0 1254528 103144 1231672    0    0     0  2712 12198 15086 23  8 66  4  0  0 2026-09-21 18:34:39
13  0      0 1254528 103144 1233424    0    0     0  3384 13239 15516 27  7 62  4  0  0 2026-09-21 18:34:40
14  0      0 1254528 103144 1235632    0    0     0  5112 14462 18970 33 13 51  4  0  0 2026-09-21 18:34:41
 7  0      0 1239168 103144 1253232    0    0     0 20968 16250 20042 36 10 45  8  0  0 2026-09-21 18:34:42
 1  0      0 1237120 103144 1257556    0    0     0  7172 17529 20214 40 13 41  5  0  0 2026-09-21 18:34:43
 3  0      0 1235072 103144 1261928    0    0     0 10980 19727 21738 59 12 21  8  0  0 2026-09-21 18:34:44
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
17  0      0 1233824 103144 1265000    0    0     0 10128 19756 24619 64 12 20  4  0  0 2026-09-21 18:34:45
24  0      0 1231384 103144 1268608    0    0     0  8948 21985 26013 71 15 13  2  0  0 2026-09-21 18:34:46
 0  0      0 1222944 103144 1279268    0    0     0 31088 22595 26541 75 13 10  2  0  0 2026-09-21 18:34:47
12  0      0 1220896 103144 1283700    0    0     0 11188 20828 24365 60 15 24  2  0  0 2026-09-21 18:34:48
