COMMAND                   AVG_CPU%
mysqld                        81.0
pidstat                        0.6
jbd2/nvme0n1p1-8               0.3
systemd-journal                0.0
snapd                          0.0
kworker/u8:5-events_unbound       0.0
kworker/u8:1-flush-259:0       0.0
kworker/u8:1-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-flush-259:0       0.0
kworker/1:3-events             0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
dbus-daemon                    0.0
chronyd                        0.0
