COMMAND                   AVG_CPU%
nginx                        107.1
pidstat                        0.8
rcu_sched                      0.2
vmstat                         0.1
landscape-sysin                0.1
kworker/1:2-events             0.1
kworker/0:3-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd-network                0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
