COMMAND                   AVG_CPU%
nginx                        140.1
pidstat                        0.5
landscape-sysin                0.5
rcu_sched                      0.1
kworker/u8:2-events_power_efficient       0.1
kworker/1:1-events             0.1
kworker/0:3-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
kworker/u8:3-flush-259:0       0.0
kworker/u8:3-events_unbound       0.0
