+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM     |  P99   |  2XX   | 3XX | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| 18484  | GET    | /api/app/notification                | 0.393 | 8.030  | 38.465 | 148434.955 | 16.955 | 18484  | 0   | 0   | 0   |
| 1542   | GET    | /api/chair/notification              | 2.171 | 31.380 | 60.455 | 48388.487  | 59.996 | 1542   | 0   | 0   | 0   |
| 15129  | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.032 | 0.625  | 2.565  | 9448.702   | 2.134  | 15129  | 0   | 0   | 0   |
| 297942 | POST   | /api/chair/coordinate                | 0.001 | 0.024  | 0.264  | 7101.009   | 0.146  | 297942 | 0   | 0   | 0   |
| 18517  | POST   | /api/app/rides                       | 0.001 | 0.072  | 0.712  | 1332.742   | 0.352  | 18517  | 0   | 0   | 0   |
| 18521  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.055  | 0.609  | 1024.104   | 0.246  | 18521  | 0   | 0   | 0   |
| 31462  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.002 | 0.027  | 0.229  | 842.497    | 0.133  | 31462  | 0   | 0   | 0   |
| 21700  | GET    | /api/app/nearby-chairs               | 0.001 | 0.030  | 0.244  | 642.565    | 0.170  | 21699  | 0   | 1   | 0   |
| 21702  | GET    | /api/app/rides                       | 0.043 | 0.022  | 0.242  | 484.797    | 0.140  | 21702  | 0   | 0   | 0   |
| 4314   | POST   | /api/app/users                       | 0.001 | 0.058  | 0.663  | 251.489    | 0.310  | 4314   | 0   | 0   | 0   |
| 4229   | POST   | /api/app/payment-methods             | 0.001 | 0.035  | 0.704  | 147.713    | 0.212  | 4229   | 0   | 0   | 0   |
| 1982   | POST   | /api/chair/chairs                    | 0.001 | 0.033  | 0.465  | 65.070     | 0.217  | 1982   | 0   | 0   | 0   |
| 1516   | POST   | /api/chair/activity                  | 0.001 | 0.041  | 0.517  | 62.539     | 0.219  | 1516   | 0   | 0   | 0   |
| 90     | GET    | /api/owner/sales                     | 0.003 | 0.280  | 1.618  | 25.196     | 1.618  | 90     | 0   | 0   | 0   |
| 1      | POST   | /api/initialize                      | 1.881 | 1.881  | 1.881  | 1.881      | 1.881  | 1      | 0   | 0   | 0   |
| 64     | GET    | /api/owner/chairs                    | 0.002 | 0.010  | 0.088  | 0.634      | 0.088  | 64     | 0   | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.037 | 0.037  | 0.037  | 0.037      | 0.037  | 1      | 0   | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001  | 0.001  | 0.003      | 0.001  | 5      | 0   | 0   | 0   |
| 38837  | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.001  | 0.001      | 0.000  | 38837  | 0   | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 4320   | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4320   | 0   | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 4320   | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4320   | 0   | 0   | 0   |
| 6      | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 6      | 0   | 0   | 0   |
| 99272  | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 99272  | 0   | 0   | 0   |
| 4315   | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4315   | 0   | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
