+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
| COUNT | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX  |  3XX  | 4XX | 5XX |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
| 22758 | GET    | /api/chair/notification              | 0.001 | 0.114 | 0.274 | 2597.446 | 0.219 | 22704 | 0     | 54  | 0   |
| 6376  | GET    | /api/app/notification                | 0.017 | 0.166 | 0.468 | 1056.557 | 0.351 | 6360  | 0     | 16  | 0   |
| 5673  | POST   | /api/chair/coordinate                | 0.012 | 0.123 | 0.296 | 699.772  | 0.246 | 5673  | 0     | 0   | 0   |
| 262   | GET    | /api/app/nearby-chairs               | 0.001 | 2.459 | 7.028 | 644.166  | 6.634 | 257   | 0     | 5   | 0   |
| 190   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.059 | 0.297 | 1.586 | 56.362   | 1.028 | 190   | 0     | 0   | 0   |
| 158   | GET    | /api/owner/sales                     | 0.031 | 0.285 | 0.656 | 45.082   | 0.612 | 158   | 0     | 0   | 0   |
| 218   | POST   | /api/app/rides                       | 0.007 | 0.189 | 0.448 | 41.310   | 0.432 | 218   | 0     | 0   | 0   |
| 398   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.002 | 0.094 | 0.232 | 37.467   | 0.188 | 398   | 0     | 0   | 0   |
| 264   | GET    | /api/app/rides                       | 0.001 | 0.141 | 0.772 | 37.117   | 0.633 | 264   | 0     | 0   | 0   |
| 223   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.071 | 0.188 | 15.794   | 0.162 | 222   | 0     | 1   | 0   |
| 166   | GET    | /api/owner/chairs                    | 0.002 | 0.059 | 0.178 | 9.749    | 0.142 | 166   | 0     | 0   | 0   |
| 129   | POST   | /api/app/users                       | 0.001 | 0.072 | 0.159 | 9.247    | 0.154 | 129   | 0     | 0   | 0   |
| 81    | GET    | /api/internal/matching               | 0.001 | 0.101 | 0.347 | 8.176    | 0.347 | 81    | 0     | 0   | 0   |
| 129   | POST   | /api/app/payment-methods             | 0.010 | 0.059 | 0.146 | 7.616    | 0.135 | 129   | 0     | 0   | 0   |
| 80    | POST   | /api/chair/activity                  | 0.013 | 0.064 | 0.162 | 5.117    | 0.162 | 80    | 0     | 0   | 0   |
| 80    | POST   | /api/chair/chairs                    | 0.001 | 0.052 | 0.118 | 4.147    | 0.118 | 80    | 0     | 0   | 0   |
| 1     | POST   | /api/initialize                      | 1.841 | 1.841 | 1.841 | 1.841    | 1.841 | 1     | 0     | 0   | 0   |
| 1     | GET    | /api/owner/sales?                    | 0.054 | 0.054 | 0.054 | 0.054    | 0.054 | 1     | 0     | 0   | 0   |
| 5     | POST   | /api/owner/owners                    | 0.001 | 0.001 | 0.001 | 0.004    | 0.001 | 5     | 0     | 0   | 0   |
| 171   | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6     | 165   | 0   | 0   |
| 751   | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 135   | 616   | 0   | 0   |
| 1     | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 1     | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 751   | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 135   | 616   | 0   | 0   |
| 1     | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 5231  | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1172  | 4059  | 0   | 0   |
| 13244 | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 3102  | 10142 | 0   | 0   |
| 581   | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 130   | 451   | 0   | 0   |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
