COMMAND                   AVG_CPU%
nginx                        107.2
pidstat                        0.8
landscape-sysin                0.7
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:3-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd                        0.0
sshd                           0.0
multipathd                     0.0
ModemManager                   0.0
kworker/u8:2-flush-259:0       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-events_power_efficient       0.0
