COMMAND                   AVG_CPU%
mysqld                        82.3
pidstat                        0.6
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
udisksd                        0.0
systemd-logind                 0.0
systemd                        0.0
kworker/u8:2-flush-259:0       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-events_unbound       0.0
kworker/u8:0-events_unbound       0.0
kworker/1:3-events             0.0
kworker/0:2-events             0.0
chronyd                        0.0
