procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2867860  20220 395280    0    0   212   161 11234   14 11 12 77  0  0  0 2026-09-21 22:09:23
 0  0      0 2867860  20220 395244    0    0     0  4096 1139 1335  3  2 95  1  0  0 2026-09-21 22:09:24
 0  0      0 2867860  20220 395244    0    0     0     0   46   53  0  0 100  0  0  0 2026-09-21 22:09:25
 1  0      0 2867860  20220 395244    0    0     0     0  223  183  0  0 99  0  0  0 2026-09-21 22:09:26
 0  0      0 2867860  20220 395244    0    0     0     0 4704 3128  3  1 96  0  0  0 2026-09-21 22:09:27
 0  0      0 2867860  20220 395244    0    0     0     8 3336 1943  1  2 97  0  0  0 2026-09-21 22:09:28
 0  0      0 2867860  20232 395276    0    0     0   140 7559 4076  3  3 94  0  0  0 2026-09-21 22:09:29
 0  0      0 2867860  20232 395292    0    0     0     0 7702 4374  5  3 93  0  0  0 2026-09-21 22:09:30
 0  0      0 2867860  20232 395324    0    0     0     0 10262 6151  6  4 91  0  0  0 2026-09-21 22:09:31
 0  0      0 2869188  20232 395420    0    0     0     0 13133 7505  9  5 86  0  0  0 2026-09-21 22:09:32
 0  0      0 2872532  20232 395468    0    0     0     0 15119 8482  9  6 85  0  0  0 2026-09-21 22:09:33
 0  0      0 2873004  20232 395580    0    0     0  4388 16366 9204 11  9 80  0  0  0 2026-09-21 22:09:34
 0  0      0 2873988  20232 395660    0    0     0     0 22775 12050 14 10 77  0  0  0 2026-09-21 22:09:35
 1  0      0 2881600  20232 395836    0    0     0     0 24566 12139 19 13 67  0  0  0 2026-09-21 22:09:36
 1  0      0 2877840  20232 395996    0    0     0     0 26187 13900 21 19 60  0  0  0 2026-09-21 22:09:37
 4  0      0 2877132  20232 396268    0    0     0     0 31946 14207 31 20 48  0  0  0 2026-09-21 22:09:38
 2  0      0 2877424  20232 396480    0    0     0     0 34270 13706 38 23 39  0  0  0 2026-09-21 22:09:39
 0  0      0 2877400  20232 396752    0    0     0     0 36506 14258 36 27 38  0  0  0 2026-09-21 22:09:40
 3  0      0 2874512  20232 397156    0    0     0     0 35875 10153 44 30 26  0  0  0 2026-09-21 22:09:41
 3  0      0 2873084  20232 397528    0    0     0     0 37936 8628 46 34 20  0  0  0 2026-09-21 22:09:42
 3  0      0 2872524  20232 397940    0    0     0     0 37087 6303 49 36 15  0  0  0 2026-09-21 22:09:43
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 2871552  20232 398408    0    0     0     0 39411 7003 46 36 18  0  0  0 2026-09-21 22:09:44
 3  0      0 2868824  20232 398920    0    0     0     0 35233 3796 53 38  9  0  0  0 2026-09-21 22:09:45
 3  0      0 2867564  20232 399172    0    0     0     0 37462 9157 40 35 25  0  0  0 2026-09-21 22:09:46
 4  0      0 2867976  20232 399628    0    0     0     0 39019 4402 52 39  9  0  0  0 2026-09-21 22:09:47
 3  0      0 2867256  20232 400056    0    0     0     0 38908 6325 44 40 15  0  0  0 2026-09-21 22:09:48
 5  0      0 2865648  20232 400392    0    0     0     0 38170 6054 43 40 18  0  0  0 2026-09-21 22:09:49
 3  0      0 2862632  20232 400820    0    0     0     0 39420 5735 47 40 13  0  0  0 2026-09-21 22:09:50
 3  0      0 2861272  20232 401060    0    0     0     0 38200 6453 45 40 16  0  0  0 2026-09-21 22:09:51
 3  0      0 2858552  20232 401452    0    0     0     0 40615 6921 43 39 18  0  0  0 2026-09-21 22:09:52
 3  0      0 2859752  20232 401912    0    0     0     0 39914 7080 44 39 17  0  0  0 2026-09-21 22:09:53
 4  0      0 2858580  20232 401964    0    0     0     8 39477 8230 39 40 21  0  0  0 2026-09-21 22:09:54
 3  0      0 2858656  20232 402260    0    0     0  1704 37392 7293 40 40 21  0  0  0 2026-09-21 22:09:55
 3  0      0 2857944  20232 402512    0    0     0     0 39669 8424 39 38 23  0  0  0 2026-09-21 22:09:56
 3  0      0 2858344  20232 402848    0    0     0     0 41191 8775 41 43 17  0  0  0 2026-09-21 22:09:57
 3  0      0 2856340  20232 402968    0    0     0     0 36861 8079 39 41 20  0  0  0 2026-09-21 22:09:58
