COMMAND                   AVG_CPU%
isuride                       75.7
pidstat                        0.5
landscape-sysin                0.2
rcu_sched                      0.1
mysql                          0.1
ksoftirqd/1                    0.1
udisksd                        0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sh                             0.0
rsyslogd                       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:1-events_unbound       0.0
kworker/1:2-events             0.0
