COMMAND                   AVG_CPU%
mysqld                        82.7
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
udisksd                        0.0
systemd-udevd                  0.0
systemd                        0.0
polkitd                        0.0
kworker/u8:6-events_unbound       0.0
kworker/u8:6-events_power_efficient       0.0
kworker/u8:5-events_unbound       0.0
kworker/u8:2-events_unbound       0.0
kworker/1:4-events             0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
irqbalance                     0.0
