COMMAND                   AVG_CPU%
isuride                      100.0
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-journal                0.0
polkitd                        0.0
kworker/u8:4-events_power_efficient       0.0
kworker/u8:3-writeback         0.0
kworker/1:1-events             0.0
