procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1498900 103840 2019676    0    0    63  1776 10460   29 21 10 68  0  0  0 2026-09-21 18:37:06
 0  0      0 1496608 103840 2019616    0    0     0     0  798 1057  2  3 95  0  0  0 2026-09-21 18:37:07
 0  0      0 1496608 103840 2019616    0    0     0     0  403  345  1  0 100  0  0  0 2026-09-21 18:37:08
 0  0      0 1496608 103840 2019616    0    0     0     0   38   49  0  0 100  0  0  0 2026-09-21 18:37:09
 0  0      0 1494144 103840 2019616    0    0     0     0 5358 3349  3  2 95  0  0  0 2026-09-21 18:37:10
 0  0      0 1494144 103840 2019616    0    0     0     0 2878 1531  2  1 98  0  0  0 2026-09-21 18:37:11
 0  0      0 1493472 103840 2019616    0    0     0     0 6901 3893  4  3 93  0  0  0 2026-09-21 18:37:12
 0  0      0 1493224 103840 2019616    0    0     0     0 6546 3622  4  4 92  0  0  0 2026-09-21 18:37:13
 0  0      0 1493224 103840 2019616    0    0     0     0 7121 4498  4  3 93  0  0  0 2026-09-21 18:37:14
 0  0      0 1492468 103840 2019616    0    0     0   196 9256 4928  6  4 90  0  0  0 2026-09-21 18:37:15
 1  0      0 1490208 103840 2019616    0    0     0     0 11391 6368  7  5 88  0  0  0 2026-09-21 18:37:16
 0  0      0 1485280 103840 2019648    0    0     0     0 13574 7040 10  8 82  0  0  0 2026-09-21 18:37:17
 0  0      0 1490124 103840 2019728    0    0     0     0 18774 10101 13  8 80  0  0  0 2026-09-21 18:37:18
 4  0      0 1489884 103840 2019920    0    0     0     0 19678 9568 15 12 73  0  0  0 2026-09-21 18:37:19
 1  0      0 1489616 103840 2020032    0    0     0     0 24404 12235 17 14 69  0  0  0 2026-09-21 18:37:20
 2  0      0 1485560 103840 2020224    0    0     0     0 27817 12914 26 17 57  0  0  0 2026-09-21 18:37:21
 3  0      0 1480544 103840 2020416    0    0     0     0 31029 14015 27 23 50  0  0  0 2026-09-21 18:37:22
 3  0      0 1470824 103840 2020884    0    0     0     0 32451 11892 37 27 36  0  0  0 2026-09-21 18:37:23
 3  0      0 1457084 103840 2021340    0    0     0     0 31841 10302 46 28 26  0  0  0 2026-09-21 18:37:24
 3  0      0 1442264 103840 2021728    0    0     0     0 35798 9368 46 34 20  0  0  0 2026-09-21 18:37:25
 3  0      0 1429476 103840 2022164    0    0     0     0 38940 6047 53 34 13  0  0  0 2026-09-21 18:37:26
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1414620 103840 2022556    0    0     0     0 39086 5294 55 35 11  0  0  0 2026-09-21 18:37:27
 3  0      0 1388164 103840 2023024    0    0     0     0 38328 5060 56 34 10  0  0  0 2026-09-21 18:37:28
 3  0      0 1372636 103840 2023456    0    0     0     0 37148 4992 52 38 11  0  0  0 2026-09-21 18:37:29
 3  0      0 1354508 103840 2023988    0    0     0     0 39680 4954 55 36  9  0  0  0 2026-09-21 18:37:30
 3  0      0 1342224 103840 2024396    0    0     0     0 38379 5661 49 38 13  0  0  0 2026-09-21 18:37:31
 2  0      0 1328972 103840 2024808    0    0     0 13316 40984 4558 53 37 10  0  0  0 2026-09-21 18:37:32
 3  0      0 1316500 103840 2025280    0    0     0     0 38081 5295 48 39 14  0  0  0 2026-09-21 18:37:33
 2  0      0 1304404 103840 2025564    0    0     0     0 39210 2294 58 40  3  0  0  0 2026-09-21 18:37:34
 3  0      0 1291456 103840 2026132    0    0     0     0 40139 5896 50 36 15  0  0  0 2026-09-21 18:37:35
 3  0      0 1283456 103840 2026448    0    0     0     0 37770 7506 46 34 20  0  0  0 2026-09-21 18:37:36
 2  0      0 1273036 103840 2026776    0    0     0     0 42448 4119 52 40  8  0  0  0 2026-09-21 18:37:37
 3  0      0 1262516 103840 2027164    0    0     0    16 39842 7282 46 39 15  0  0  0 2026-09-21 18:37:38
 3  0      0 1254304 103840 2027288    0    0     0     0 37048 7998 46 37 17  0  0  0 2026-09-21 18:37:39
 2  0      0 1248508 103840 2027660    0    0     0     0 38911 6708 47 39 14  0  0  0 2026-09-21 18:37:40
 3  0      0 1236340 103840 2028016    0    0     0     0 38328 3320 55 39  7  0  0  0 2026-09-21 18:37:41
 2  0      0 1223956 103840 2028444    0    0     0     0 38128 7471 44 36 21  0  0  0 2026-09-21 18:37:42
 2  0      0 1218320 103840 2028484    0    0     0     0 43025 6876 49 37 13  0  0  0 2026-09-21 18:37:43
 3  0      0 1208420 103840 2028940    0    0     0     0 41560 3940 52 42  6  0  0  0 2026-09-21 18:37:44
 3  0      0 1197848 103840 2029196    0    0     0   248 37712 8184 42 35 23  0  0  0 2026-09-21 18:37:45
 0  0      0 1190680 103840 2029528    0    0     0     0 37599 2012 51 47  1  0  0  0 2026-09-21 18:37:46
 3  0      0 1184420 103840 2029728    0    0     0     0 39580 10479 35 34 31  0  0  0 2026-09-21 18:37:47
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1184156 103840 2029748    0    0     0     0 35499 9359 42 33 26  0  0  0 2026-09-21 18:37:48
 2  0      0 1176472 103840 2029844    0    0     0     0 40737 2443 54 42  4  0  0  0 2026-09-21 18:37:49
 1  0      0 1170168 103840 2030220    0    0     0     0 36335 8595 41 34 26  0  0  0 2026-09-21 18:37:50
 3  0      0 1159980 103840 2030532    0    0     0     0 41893 3767 49 44  7  0  0  0 2026-09-21 18:37:51
 2  0      0 1156276 103840 2030532    0    0     0     0 39464 11010 38 33 30  0  0  0 2026-09-21 18:37:52
 2  0      0 1145420 103840 2030944    0    0     0     0 40882 2115 53 45  2  0  0  0 2026-09-21 18:37:53
 2  0      0 1142868 103840 2030944    0    0     0     0 34017 10289 36 31 33  0  0  0 2026-09-21 18:37:54
 0  0      0 1134804 103840 2031336    0    0     0     0 39808 4153 47 42 11  0  0  0 2026-09-21 18:37:55
 2  0      0 1132304 103840 2031336    0    0     0     0 41074 8420 43 38 19  0  0  0 2026-09-21 18:37:56
 1  0      0 1124356 103840 2031548    0    0     0     0 38106 9740 39 34 27  0  0  0 2026-09-21 18:37:57
 3  0      0 1117860 103840 2031812    0    0     0     0 40235 6987 41 42 17  0  0  0 2026-09-21 18:37:58
 2  0      0 1117820 103840 2031812    0    0     0     0 39368 12675 33 32 34  0  0  0 2026-09-21 18:37:59
 1  0      0 1107452 103840 2031992    0    0     0     0 40152 1619 52 47  0  0  0  0 2026-09-21 18:38:00
 0  0      0 1104796 103840 2032128    0    0     0     0 35563 11177 30 27 43  0  0  0 2026-09-21 18:38:01
 3  0      0 1100628 103840 2032308    0    0     0     0 38893 3842 46 43 11  0  0  0 2026-09-21 18:38:02
 2  0      0 1098524 103840 2032308    0    0     0     0 38306 11461 38 32 31  0  0  0 2026-09-21 18:38:03
 2  0      0 1092496 103840 2032360    0    0     0     0 37719 3054 49 42  9  0  0  0 2026-09-21 18:38:04
 0  0      0 1085244 103840 2032776    0    0     0     0 36639 7771 37 39 24  0  0  0 2026-09-21 18:38:05
 2  0      0 1078748 103840 2033032    0    0     0     0 39967 8749 38 39 23  0  0  0 2026-09-21 18:38:06
 1  0      0 1078692 103840 2033016    0    0     0     0 38305 9356 36 34 31  0  0  0 2026-09-21 18:38:07
 2  0      0 1078240 103840 2033016    0    0     0     0 40614 6686 41 40 20  0  0  0 2026-09-21 18:38:08
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 1070372 103840 2033152    0    0     0    24 39980 5569 48 40 12  0  0  0 2026-09-21 18:38:09
 0  0      0 1070148 103840 2033152    0    0     0     0 25684 11276 31 14 55  0  0  0 2026-09-21 18:38:10
 0  0      0 1070148 103840 2033152    0    0     0     0 1743  852  3  1 96  0  0  0 2026-09-21 18:38:11
 0  0      0 1070148 103840 2033152    0    0     0     0  102   79  0  0 100  0  0  0 2026-09-21 18:38:12
 0  0      0 1070148 103840 2033152    0    0     0     0  151   85  0  0 100  0  0  0 2026-09-21 18:38:13
 0  0      0 1070148 103840 2033152    0    0     0    48  285  156  0  0 100  0  0  0 2026-09-21 18:38:14
 2  0      0 1064304 103840 2033156    0    0     0     0 7319  646 11  7 82  0  0  0 2026-09-21 18:38:15
