procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 1051752 103840 2019052    0    0    65  1784 10374   29 21 10 68  0  0  0 2026-09-21 18:31:53
 1  0      0 1051752 103840 2019036    0    0     0     0 1059 1269  2  3 95  0  0  0 2026-09-21 18:31:54
 1  0      0 1051752 103840 2019056    0    0     0     0  175  112  0  0 99  0  0  0 2026-09-21 18:31:55
 1  0      0 1050888 103840 2019156    0    0     0     0 4148 2565  3  1 96  0  0  0 2026-09-21 18:31:56
 1  0      0 1050856 103840 2019308    0    0     0     0 2023 1056  1  1 98  0  0  0 2026-09-21 18:31:57
 1  0      0 1050856 103840 2019392    0    0     0     0 4580 2544  3  2 95  0  0  0 2026-09-21 18:31:58
 1  0      0 1050608 103840 2019880    0    0     0     0 6441 3327  3  3 94  0  0  0 2026-09-21 18:31:59
 1  0      0 1050408 103840 2020260    0    0     0     0 7488 4214  6  4 90  0  0  0 2026-09-21 18:32:00
 1  0      0 1048592 103840 2020772    0    0     0     0 8397 4504  5  4 91  0  0  0 2026-09-21 18:32:01
 3  0      0 1048352 103840 2021324    0    0     0     0 9170 5054  7  5 89  0  0  0 2026-09-21 18:32:02
 2  0      0 1048352 103840 2021980    0    0     0     0 12430 6675  7  6 87  0  0  0 2026-09-21 18:32:03
 1  0      0 1047848 103840 2023056    0    0     0     0 15376 7723 11  8 82  0  0  0 2026-09-21 18:32:04
 3  0      0 1047344 103840 2024168    0    0     0     0 19004 9374 14  8 78  0  0  0 2026-09-21 18:32:05
 1  0      0 1046892 103840 2025632    0    0     0   188 21348 9883 14 13 73  0  0  0 2026-09-21 18:32:06
 0  0      0 1046100 103840 2027400    0    0     0     0 23879 10710 21 14 65  0  0  0 2026-09-21 18:32:07
 2  0      0 1044916 103840 2029548    0    0     0     0 28247 12386 23 17 60  0  0  0 2026-09-21 18:32:08
 0  0      0 1043480 103840 2032196    0    0     0     0 31581 11955 34 21 45  0  0  0 2026-09-21 18:32:09
 1  0      0 1041560 103840 2035384    0    0     0     0 34477 12225 39 28 33  0  0  0 2026-09-21 18:32:10
 3  0      0 1039796 103840 2039168    0    0     0     0 32566 9772 44 29 27  0  0  0 2026-09-21 18:32:11
 3  0      0 1036664 103840 2043296    0    0     0     0 37299 6859 51 34 15  0  0  0 2026-09-21 18:32:12
 6  0      0 1034120 103840 2047488    0    0     0     0 40090 3922 57 36  7  0  0  0 2026-09-21 18:32:13
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 1029524 103840 2051912    0    0     0     0 38383 4272 56 37  7  0  0  0 2026-09-21 18:32:14
 1  0      0 1021568 103840 2056144    0    0     0     0 37864 5557 55 34 12  0  0  0 2026-09-21 18:32:15
 4  0      0 1014260 103840 2060368    0    0     0     0 36873 4659 55 37  9  0  0  0 2026-09-21 18:32:16
 4  0      0 1009180 103840 2064692    0    0     0     0 39063 4736 54 35 11  0  0  0 2026-09-21 18:32:17
 3  0      0 1003040 103840 2068996    0    0     0 44848 39804 4157 55 37  9  1  0  0 2026-09-21 18:32:18
 2  0      0 997544 103840 2073396    0    0     0 12812 38280 5632 50 37 13  1  0  0 2026-09-21 18:32:19
 2  0      0 990228 103840 2077692    0    0     0     0 41178 2461 57 40  3  0  0  0 2026-09-21 18:32:20
 3  0      0 984112 103840 2082352    0    0     0     0 39009 5378 52 38 10  0  0  0 2026-09-21 18:32:21
 3  0      0 979892 103840 2086356    0    0     0     0 37114 5639 51 37 12  0  0  0 2026-09-21 18:32:22
 3  0      0 975644 103840 2090476    0    0     0 19928 39549 5676 48 38 13  1  0  0 2026-09-21 18:32:23
 0  0      0 970820 103840 2094768    0    0     0     0 37914 6147 50 36 13  0  0  0 2026-09-21 18:32:24
