COMMAND                   AVG_CPU%
isuride                       80.7
pidstat                        0.5
rcu_sched                      0.1
mysql                          0.1
udisksd                        0.0
systemd-journal                0.0
systemd                        0.0
sh                             0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:2-events             0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
irqbalance                     0.0
