COMMAND                   AVG_CPU%
nginx                        113.5
landscape-sysin                0.9
pidstat                        0.5
rcu_sched                      0.1
kworker/1:0-events             0.1
kworker/0:1-events             0.1
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-writeback         0.0
kworker/u8:1-flush-259:0       0.0
kworker/u8:1-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
