COMMAND                   AVG_CPU%
isuride                       78.1
pidstat                        0.4
mysql                          0.1
systemd-journal                0.0
sh                             0.0
rsyslogd                       0.0
rcu_sched                      0.0
kworker/u8:1-events_power_efficient       0.0
kworker/1:3-mm_percpu_wq       0.0
kworker/1:3-events             0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
