procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 3170796  24228 379388    0    0   235    89 2265    9  4  3 93  0  0  0 2026-09-21 22:35:01
 0  0      0 3170760  24228 379356    0    0     0     0  921 1166  2  3 96  0  0  0 2026-09-21 22:35:02
 1  0      0 3151216  24228 379356    0    0     0     0 1215 1243  8  3 89  0  0  0 2026-09-21 22:35:03
 0  0      0 3171988  24228 379356    0    0     0     0 1054 1118  5  2 93  0  0  0 2026-09-21 22:35:04
 0  0      0 3174192  24228 379356    0    0     0     0 3705 4632  4  3 94  0  0  0 2026-09-21 22:35:05
 0  0      0 3173092  24228 379356    0    0     0    12 3163 3823  2  3 95  0  0  0 2026-09-21 22:35:06
 0  0      0 3173976  24228 379356    0    0     0     0  906 1004  2  2 97  0  0  0 2026-09-21 22:35:07
 0  0      0 3174228  24228 379356    0    0     0     0  602  694  2  2 97  0  0  0 2026-09-21 22:35:08
 0  0      0 3175064  24228 379356    0    0     0     0  603  725  2  2 97  0  0  0 2026-09-21 22:35:09
 0  0      0 3175064  24228 379356    0    0     0     0  559  677  1  2 97  0  0  0 2026-09-21 22:35:10
 0  0      0 3175064  24228 379356    0    0     0     0  599  713  2  2 97  0  0  0 2026-09-21 22:35:11
