COMMAND                   AVG_CPU%
isuride                       78.5
nginx                         26.6
systemd-journal                9.1
rsyslogd                       4.9
curl                           1.8
pidstat                        0.6
landscape-sysin                0.5
rcu_sched                      0.3
mysql                          0.1
kworker/0:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd                        0.0
sshd                           0.0
