procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1455952  84924 2054004    0    0    96   537 5364   26  6  3 90  0  0  0 2026-09-21 17:57:02
 1  0      0 1454976  84924 2053972    0    0     0     0  607  839  2  1 97  0  0  0 2026-09-21 17:57:03
 0  0      0 1443740  84924 2053972    0    0     0     0  869  791  6  2 93  0  0  0 2026-09-21 17:57:04
 0  0      0 1444060  84924 2053972    0    0     0     0 1361 1466  5  1 94  0  0  0 2026-09-21 17:57:05
 0  0      0 1444060  84924 2053972    0    0     0     0 3836 5218  1  2 97  0  0  0 2026-09-21 17:57:06
 0  0      0 1443836  84924 2053972    0    0     0     0 2015 2275  2  1 97  0  0  0 2026-09-21 17:57:07
 1  0      0 1445120  84924 2053972    0    0     0     0 5337 6305  3  2 96  0  0  0 2026-09-21 17:57:08
 0  0      0 1446644  84924 2053972    0    0     0     0 5738 7162  2  2 96  0  0  0 2026-09-21 17:57:09
 0  0      0 1470436  84924 2053972    0    0     0     0 5798 6697  3  3 95  0  0  0 2026-09-21 17:57:10
 0  0      0 1476088  84924 2053972    0    0     0     0 8781 10609  4  4 92  0  0  0 2026-09-21 17:57:11
 0  0      0 1476088  84924 2053972    0    0     0     0 9387 10861  5  3 92  0  0  0 2026-09-21 17:57:12
 3  0      0 1475836  84932 2053964    0    0     0   124 8172 9542  4  4 91  1  0  0 2026-09-21 17:57:13
 1  0      0 1475584  84932 2053972    0    0     0   116 11980 14311  7  4 89  0  0  0 2026-09-21 17:57:14
 0  0      0 1475584  84932 2053972    0    0     0     0 14257 16542  8  5 88  0  0  0 2026-09-21 17:57:15
 2  0      0 1475344  84932 2054036    0    0     0     0 16673 18768  9  7 84  0  0  0 2026-09-21 17:57:16
 1  0      0 1475344  84932 2054100    0    0     0     0 19574 21277 11  8 81  0  0  0 2026-09-21 17:57:17
 0  0      0 1471340  84932 2054228    0    0     0     0 21859 24141 13 10 77  0  0  0 2026-09-21 17:57:18
 4  0      0 1466340  84932 2054340    0    0     0    12 26988 27525 16 14 70  0  0  0 2026-09-21 17:57:19
 2  0      0 1461052  84932 2054452    0    0     0     0 27394 28713 18 13 69  0  0  0 2026-09-21 17:57:20
 1  0      0 1454024  84932 2054580    0    0     0     0 31466 31969 22 17 61  0  0  0 2026-09-21 17:57:21
 5  0      0 1447244  84932 2054780    0    0     0     0 34855 33697 28 17 56  0  0  0 2026-09-21 17:57:22
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1435428  84932 2054892    0    0     0     0 37171 37730 30 19 51  0  0  0 2026-09-21 17:57:23
 4  0      0 1425852  84932 2055024    0    0     0     0 39499 39868 30 21 49  0  0  0 2026-09-21 17:57:24
 5  0      0 1420424  84932 2055224    0    0     0     0 40963 39966 31 24 44  0  0  0 2026-09-21 17:57:25
 2  0      0 1406184  84932 2055540    0    0     0     0 37307 33575 36 20 43  0  0  0 2026-09-21 17:57:26
 2  0      0 1387848  84932 2055616    0    0     0     0 40343 37642 34 22 43  0  0  0 2026-09-21 17:57:27
 2  0      0 1386392  84932 2055888    0    0     0     0 39349 33681 41 20 39  0  0  0 2026-09-21 17:57:28
 3  0      0 1378616  84932 2056028    0    0     0 13724 40329 33180 42 24 34  0  0  0 2026-09-21 17:57:29
 0  0      0 1374384  84932 2056244    0    0     0     0 41061 35576 39 23 38  0  0  0 2026-09-21 17:57:30
 2  0      0 1358392  84932 2056460    0    0     0     0 37993 31292 42 24 34  0  0  0 2026-09-21 17:57:31
 3  0      0 1345924  84932 2056696    0    0     0     0 39980 30427 46 23 31  0  0  0 2026-09-21 17:57:32
 3  0      0 1333392  84932 2056936    0    0     0     0 39776 31017 43 23 34  0  0  0 2026-09-21 17:57:33
 4  0      0 1330920  84932 2056972    0    0     0    16 39006 33944 36 22 43  0  0  0 2026-09-21 17:57:34
 1  0      0 1312016  84932 2057244    0    0     0     0 37033 22679 52 22 26  0  0  0 2026-09-21 17:57:35
 3  0      0 1311748  84932 2057344    0    0     0     0 38986 32309 45 25 31  0  0  0 2026-09-21 17:57:36
 1  0      0 1294428  84932 2057560    0    0     0     0 38803 28428 46 26 29  0  0  0 2026-09-21 17:57:37
 2  0      0 1293128  84932 2057584    0    0     0     0 39087 29722 45 22 34  0  0  0 2026-09-21 17:57:38
 3  0      0 1274920  84932 2058036    0    0     0     0 37717 27009 51 24 26  0  0  0 2026-09-21 17:57:39
 0  0      0 1274920  84932 2058040    0    0     0     0 39823 26115 47 24 28  0  0  0 2026-09-21 17:57:40
 0  0      0 1271896  84932 2058232    0    0     0     0 36311 23452 53 21 26  0  0  0 2026-09-21 17:57:41
 3  0      0 1271648  84932 2058448    0    0     0     0 37024 21266 54 22 23  0  0  0 2026-09-21 17:57:42
 2  1      0 1271648  84936 2058448    0    0     0    56 38934 28147 52 21 26  1  0  0 2026-09-21 17:57:43
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 1235748  84936 2058548    0    0     0     0 34791 20263 58 22 20  0  0  0 2026-09-21 17:57:44
