COMMAND                   AVG_CPU%
nginx                        108.7
pidstat                        0.5
rcu_sched                      0.2
kworker/0:3-events             0.1
systemd-journal                0.0
systemd                        0.0
kworker/u8:3-ext4-rsv-conversion       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:2-flush-259:0       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/1:2-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
chronyd                        0.0
