COMMAND                   AVG_CPU%
isuride                       86.4
pidstat                        0.5
mysql                          0.2
sh                             0.1
rcu_sched                      0.1
kworker/1:0-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-resolve                0.0
systemd-logind                 0.0
systemd-journal                0.0
sshd                           0.0
migration/1                    0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:2-events_power_efficient       0.0
