COMMAND                   AVG_CPU%
mysqld                        83.5
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
udisksd                        0.0
systemd-logind                 0.0
systemd-journal                0.0
snapd                          0.0
rsyslogd                       0.0
kworker/u8:3-writeback         0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/1:1-events             0.0
kworker/0:1-events             0.0
fwupd                          0.0
